status,gender,num_of_item
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,2
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,3
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,3
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,4
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,4
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,3
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,3
Complete,F,4
Complete,F,3
Complete,F,4
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,4
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,3
Complete,F,4
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,3
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,2
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,4
Complete,F,2
Complete,F,2
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,4
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,1
Complete,F,3
Complete,F,1
Complete,F,2
Complete,F,1
Complete,F,3
