order_id,status,product_category
86322,Shipped,Suits
111147,Shipped,Suits
74480,Complete,Suits
12165,Cancelled,Suits
85802,Shipped,Suits
110203,Shipped,Suits
122753,Shipped,Suits
24733,Processing,Suits
33886,Shipped,Suits
57289,Shipped,Suits
123498,Shipped,Suits
21180,Complete,Suits
24481,Shipped,Suits
53864,Shipped,Suits
56209,Shipped,Suits
111708,Shipped,Suits
4203,Complete,Suits
53410,Complete,Suits
60213,Complete,Suits
62096,Complete,Suits
76643,Complete,Suits
79563,Complete,Suits
104917,Complete,Suits
109413,Complete,Suits
121191,Returned,Suits
107906,Cancelled,Suits
64975,Processing,Suits
33827,Shipped,Suits
74037,Shipped,Suits
59570,Complete,Suits
75525,Processing,Suits
76738,Processing,Suits
69711,Shipped,Suits
80040,Shipped,Suits
82282,Shipped,Suits
15857,Complete,Suits
77041,Complete,Suits
67633,Processing,Suits
44196,Shipped,Suits
44879,Shipped,Suits
85961,Shipped,Suits
4681,Complete,Suits
67033,Complete,Suits
69588,Complete,Suits
63043,Cancelled,Suits
6790,Shipped,Suits
10693,Shipped,Suits
14551,Shipped,Suits
27205,Shipped,Suits
43402,Shipped,Suits
44385,Shipped,Suits
46632,Shipped,Suits
50895,Shipped,Suits
87546,Shipped,Suits
102504,Shipped,Suits
112461,Shipped,Suits
6254,Complete,Suits
7493,Complete,Suits
30972,Complete,Suits
43111,Complete,Suits
43907,Complete,Suits
49717,Complete,Suits
59821,Complete,Suits
88039,Complete,Suits
94064,Complete,Suits
96987,Complete,Suits
102289,Complete,Suits
109496,Complete,Suits
122552,Complete,Suits
38016,Returned,Suits
39758,Returned,Suits
27713,Cancelled,Suits
77831,Cancelled,Suits
79866,Cancelled,Suits
81286,Cancelled,Suits
11735,Processing,Suits
18567,Processing,Suits
33954,Processing,Suits
48152,Processing,Suits
51995,Processing,Suits
86918,Processing,Suits
121871,Processing,Suits
113434,Complete,Suits
70957,Cancelled,Suits
78435,Processing,Suits
1536,Shipped,Suits
99960,Shipped,Suits
54274,Processing,Suits
10767,Shipped,Suits
14347,Complete,Suits
2461,Shipped,Suits
91199,Shipped,Suits
61796,Complete,Suits
74966,Complete,Suits
77283,Complete,Suits
118434,Complete,Suits
59310,Cancelled,Suits
43283,Shipped,Suits
90447,Shipped,Suits
111183,Complete,Suits
23678,Returned,Suits
4726,Processing,Suits
9385,Processing,Suits
26511,Processing,Suits
113148,Processing,Suits
121233,Processing,Suits
52200,Shipped,Suits
69174,Shipped,Suits
73091,Shipped,Suits
120435,Shipped,Suits
1865,Shipped,Suits
20045,Shipped,Suits
68933,Shipped,Suits
30930,Complete,Suits
51158,Returned,Suits
8402,Cancelled,Suits
36929,Cancelled,Suits
90047,Cancelled,Suits
54506,Processing,Suits
84941,Processing,Suits
27482,Shipped,Suits
88596,Shipped,Suits
59927,Processing,Suits
74969,Shipped,Suits
81071,Complete,Suits
2398,Processing,Suits
32787,Processing,Suits
948,Shipped,Suits
26383,Shipped,Suits
27040,Shipped,Suits
29530,Shipped,Suits
40579,Shipped,Suits
74421,Shipped,Suits
96742,Shipped,Suits
118948,Shipped,Suits
17309,Complete,Suits
57607,Complete,Suits
81136,Complete,Suits
99734,Complete,Suits
106080,Complete,Suits
113521,Returned,Suits
63506,Cancelled,Suits
68043,Cancelled,Suits
15888,Processing,Suits
30158,Processing,Suits
33571,Processing,Suits
40267,Processing,Suits
67632,Processing,Suits
72339,Processing,Suits
74228,Processing,Suits
76886,Processing,Suits
114727,Processing,Suits
123096,Processing,Suits
87265,Shipped,Suits
93650,Complete,Suits
79301,Returned,Suits
114304,Processing,Active
29880,Shipped,Active
89415,Returned,Active
22845,Cancelled,Active
18316,Processing,Active
119357,Processing,Active
105849,Complete,Active
65151,Complete,Active
658,Processing,Active
31445,Processing,Active
20902,Shipped,Active
21047,Shipped,Active
50580,Shipped,Active
58964,Shipped,Active
120787,Shipped,Active
24005,Complete,Active
37547,Complete,Active
50563,Complete,Active
93240,Complete,Active
118645,Complete,Active
6304,Shipped,Active
8484,Shipped,Active
19424,Shipped,Active
39794,Shipped,Active
60635,Shipped,Active
68245,Shipped,Active
71729,Shipped,Active
73563,Shipped,Active
85094,Shipped,Active
91692,Shipped,Active
103529,Shipped,Active
85488,Complete,Active
91858,Complete,Active
93598,Complete,Active
118577,Complete,Active
86258,Returned,Active
112527,Returned,Active
120363,Returned,Active
37805,Cancelled,Active
41615,Processing,Active
70670,Processing,Active
71362,Processing,Active
82486,Processing,Active
91880,Processing,Active
120797,Processing,Active
78331,Shipped,Active
116024,Cancelled,Active
3223,Processing,Active
60235,Processing,Active
49637,Shipped,Active
4054,Returned,Active
22250,Processing,Active
87834,Processing,Active
9606,Shipped,Active
21043,Shipped,Active
33443,Shipped,Active
48985,Shipped,Active
69237,Shipped,Active
100902,Shipped,Active
106977,Shipped,Active
112927,Shipped,Active
120848,Shipped,Active
122970,Shipped,Active
3046,Complete,Active
7884,Complete,Active
18576,Complete,Active
36989,Complete,Active
37840,Complete,Active
42543,Complete,Active
47846,Complete,Active
49062,Complete,Active
89273,Complete,Active
93849,Complete,Active
122101,Complete,Active
511,Returned,Active
15794,Returned,Active
88480,Returned,Active
95771,Returned,Active
98617,Returned,Active
22556,Cancelled,Active
24887,Cancelled,Active
25877,Cancelled,Active
37418,Cancelled,Active
47307,Cancelled,Active
54551,Cancelled,Active
61508,Cancelled,Active
67836,Cancelled,Active
71242,Cancelled,Active
112581,Cancelled,Active
10275,Processing,Active
10657,Processing,Active
52578,Processing,Active
87494,Processing,Active
91570,Processing,Active
96431,Processing,Active
34354,Shipped,Active
76824,Shipped,Active
99526,Shipped,Active
11847,Shipped,Active
20731,Shipped,Active
29612,Shipped,Active
48056,Shipped,Active
52600,Shipped,Active
59079,Shipped,Active
71737,Shipped,Active
58392,Complete,Active
86185,Complete,Active
87115,Complete,Active
97546,Complete,Active
1661,Returned,Active
20213,Returned,Active
27730,Returned,Active
72410,Returned,Active
50469,Cancelled,Active
90299,Cancelled,Active
124635,Cancelled,Active
10245,Processing,Active
48362,Processing,Active
77567,Processing,Active
109706,Processing,Active
59476,Shipped,Active
108194,Shipped,Active
25239,Complete,Active
78433,Complete,Active
100575,Complete,Active
112888,Complete,Active
4001,Returned,Active
66444,Cancelled,Active
73051,Cancelled,Active
114271,Processing,Active
116925,Processing,Active
31718,Shipped,Active
31007,Returned,Active
46897,Cancelled,Active
67791,Processing,Active
124812,Processing,Active
2854,Shipped,Active
11248,Shipped,Active
18131,Shipped,Active
24082,Shipped,Active
36089,Shipped,Active
46557,Shipped,Active
77523,Shipped,Active
78148,Shipped,Active
79112,Shipped,Active
94748,Shipped,Active
105735,Shipped,Active
113926,Shipped,Active
119779,Shipped,Active
5299,Complete,Active
27601,Complete,Active
74653,Complete,Active
75502,Complete,Active
89817,Complete,Active
112180,Complete,Active
113225,Complete,Active
116065,Complete,Active
124567,Complete,Active
20472,Returned,Active
120472,Returned,Active
22971,Cancelled,Active
51761,Cancelled,Active
105509,Cancelled,Active
115494,Cancelled,Active
382,Processing,Active
12358,Processing,Active
21455,Processing,Active
66682,Processing,Active
92641,Processing,Active
104279,Processing,Active
111856,Processing,Active
337,Shipped,Active
8694,Shipped,Active
9171,Shipped,Active
10423,Shipped,Active
22613,Shipped,Active
23050,Shipped,Active
27259,Shipped,Active
28241,Shipped,Active
36336,Shipped,Active
39763,Shipped,Active
47399,Shipped,Active
48490,Shipped,Active
52984,Shipped,Active
53863,Shipped,Active
71019,Shipped,Active
72406,Shipped,Active
91038,Shipped,Active
101415,Shipped,Active
115818,Shipped,Active
121931,Shipped,Active
9164,Complete,Active
21906,Complete,Active
69727,Complete,Active
73705,Complete,Active
77812,Complete,Active
97453,Complete,Active
113560,Complete,Active
1780,Returned,Active
16551,Returned,Active
26930,Returned,Active
45801,Returned,Active
51296,Returned,Active
85099,Returned,Active
93357,Returned,Active
104031,Returned,Active
32136,Cancelled,Active
92849,Cancelled,Active
98907,Cancelled,Active
19457,Processing,Active
23767,Processing,Active
59191,Processing,Active
96517,Processing,Active
19777,Shipped,Active
51044,Shipped,Active
61890,Shipped,Active
67505,Shipped,Active
73137,Shipped,Active
100007,Shipped,Active
100271,Shipped,Active
104275,Shipped,Active
5147,Complete,Active
42144,Complete,Active
70993,Complete,Active
97184,Complete,Active
109592,Complete,Active
38678,Returned,Active
58873,Returned,Active
112216,Returned,Active
62366,Cancelled,Active
9292,Processing,Active
12049,Processing,Active
16323,Processing,Active
29215,Processing,Active
29708,Processing,Active
44789,Processing,Active
47769,Processing,Active
68295,Processing,Active
79106,Processing,Active
29026,Shipped,Active
41268,Shipped,Active
64835,Shipped,Active
67986,Shipped,Active
68829,Shipped,Active
70017,Shipped,Active
76743,Shipped,Active
82181,Shipped,Active
86993,Shipped,Active
91649,Shipped,Active
103934,Shipped,Active
113063,Shipped,Active
5234,Complete,Active
10045,Complete,Active
17660,Complete,Active
35252,Complete,Active
38958,Complete,Active
42835,Complete,Active
47471,Complete,Active
47846,Complete,Active
61963,Complete,Active
70402,Complete,Active
70832,Complete,Active
83334,Complete,Active
88059,Complete,Active
99068,Complete,Active
117450,Complete,Active
27002,Returned,Active
30728,Returned,Active
30798,Returned,Active
77006,Returned,Active
119593,Returned,Active
122251,Returned,Active
2032,Cancelled,Active
50584,Cancelled,Active
74925,Cancelled,Active
109112,Cancelled,Active
117665,Cancelled,Active
124473,Cancelled,Active
10432,Processing,Active
63689,Processing,Active
80304,Processing,Active
82783,Processing,Active
83315,Processing,Active
107106,Processing,Active
8100,Shipped,Active
12003,Shipped,Active
30228,Shipped,Active
40899,Shipped,Active
49787,Shipped,Active
60262,Shipped,Active
79247,Shipped,Active
97927,Shipped,Active
2485,Complete,Active
7009,Complete,Active
23463,Complete,Active
24499,Complete,Active
78068,Complete,Active
81344,Complete,Active
85352,Complete,Active
89452,Complete,Active
105523,Complete,Active
107924,Returned,Active
62959,Cancelled,Active
28116,Processing,Active
31565,Processing,Active
42792,Processing,Active
60822,Processing,Active
65781,Processing,Active
68686,Processing,Active
70979,Processing,Active
79947,Processing,Active
92357,Processing,Active
5220,Shipped,Active
5535,Shipped,Active
9424,Shipped,Active
10930,Shipped,Active
32557,Shipped,Active
38901,Shipped,Active
40568,Shipped,Active
56989,Shipped,Active
61336,Shipped,Active
61738,Shipped,Active
62427,Shipped,Active
64684,Shipped,Active
67803,Shipped,Active
83636,Shipped,Active
87978,Shipped,Active
90399,Shipped,Active
91729,Shipped,Active
96679,Shipped,Active
100066,Shipped,Active
102428,Shipped,Active
102657,Shipped,Active
108771,Shipped,Active
112360,Shipped,Active
117680,Shipped,Active
121854,Shipped,Active
15960,Complete,Active
20730,Complete,Active
45329,Complete,Active
57823,Complete,Active
60214,Complete,Active
60737,Complete,Active
66153,Complete,Active
76720,Complete,Active
82289,Complete,Active
85042,Complete,Active
95480,Complete,Active
98822,Complete,Active
104102,Complete,Active
107676,Complete,Active
109974,Complete,Active
111624,Complete,Active
122016,Complete,Active
122131,Complete,Active
122418,Complete,Active
36317,Returned,Active
81675,Returned,Active
82564,Returned,Active
94323,Returned,Active
108794,Returned,Active
115863,Returned,Active
7386,Cancelled,Active
28356,Cancelled,Active
29406,Cancelled,Active
30072,Cancelled,Active
30980,Cancelled,Active
63440,Cancelled,Active
64738,Cancelled,Active
75494,Cancelled,Active
83450,Cancelled,Active
97277,Cancelled,Active
111633,Cancelled,Active
5370,Processing,Active
9030,Processing,Active
13609,Processing,Active
19226,Processing,Active
24854,Processing,Active
33091,Processing,Active
38653,Processing,Active
41579,Processing,Active
56129,Processing,Active
69775,Processing,Active
80388,Processing,Active
83065,Processing,Active
85743,Processing,Active
86774,Processing,Active
87632,Processing,Active
90057,Processing,Active
92378,Processing,Active
92378,Processing,Active
106406,Processing,Active
110772,Processing,Active
115428,Processing,Active
123448,Processing,Active
28226,Shipped,Active
49801,Shipped,Active
52452,Shipped,Active
58370,Shipped,Active
78339,Shipped,Active
87566,Shipped,Active
118703,Shipped,Active
854,Complete,Active
32718,Complete,Active
38043,Complete,Active
83099,Complete,Active
86136,Complete,Active
36468,Returned,Active
108354,Returned,Active
27571,Cancelled,Active
28342,Cancelled,Active
35501,Cancelled,Active
117420,Processing,Active
5493,Shipped,Active
11758,Shipped,Active
13678,Shipped,Active
14132,Shipped,Active
16785,Shipped,Active
30697,Shipped,Active
32022,Shipped,Active
48468,Shipped,Active
57288,Shipped,Active
67643,Shipped,Active
70557,Shipped,Active
78101,Shipped,Active
79931,Shipped,Active
80204,Shipped,Active
83518,Shipped,Active
84944,Shipped,Active
89372,Shipped,Active
104753,Shipped,Active
117340,Shipped,Active
650,Complete,Active
1972,Complete,Active
8647,Complete,Active
11024,Complete,Active
14017,Complete,Active
17790,Complete,Active
23393,Complete,Active
38605,Complete,Active
39188,Complete,Active
41548,Complete,Active
45126,Complete,Active
45480,Complete,Active
46062,Complete,Active
51775,Complete,Active
61583,Complete,Active
70821,Complete,Active
73872,Complete,Active
91070,Complete,Active
92494,Complete,Active
101368,Complete,Active
117093,Complete,Active
122928,Complete,Active
681,Returned,Active
22631,Returned,Active
92733,Returned,Active
99777,Returned,Active
111029,Returned,Active
15625,Cancelled,Active
25961,Cancelled,Active
26563,Cancelled,Active
36062,Cancelled,Active
50733,Cancelled,Active
50851,Cancelled,Active
54503,Cancelled,Active
68682,Cancelled,Active
87795,Cancelled,Active
107369,Cancelled,Active
108398,Cancelled,Active
117842,Cancelled,Active
118237,Cancelled,Active
2114,Processing,Active
15851,Processing,Active
16926,Processing,Active
54787,Processing,Active
62798,Processing,Active
91208,Processing,Active
5982,Shipped,Active
7079,Shipped,Active
120385,Shipped,Active
40331,Complete,Active
98918,Complete,Active
23524,Cancelled,Active
117919,Cancelled,Active
2158,Processing,Active
105179,Processing,Active
119222,Processing,Active
1645,Shipped,Active
26795,Shipped,Active
49368,Shipped,Active
67800,Shipped,Active
68634,Shipped,Active
94051,Shipped,Active
96022,Shipped,Active
105547,Shipped,Active
106889,Shipped,Active
109006,Shipped,Active
116591,Shipped,Active
118225,Shipped,Active
122674,Shipped,Active
365,Complete,Active
1698,Complete,Active
33305,Complete,Active
37128,Complete,Active
51298,Complete,Active
72717,Complete,Active
18457,Returned,Active
120499,Returned,Active
2933,Cancelled,Active
6520,Cancelled,Active
21988,Cancelled,Active
27952,Cancelled,Active
33502,Cancelled,Active
40424,Cancelled,Active
74616,Cancelled,Active
84379,Cancelled,Active
101121,Cancelled,Active
102667,Cancelled,Active
820,Processing,Active
8780,Processing,Active
44983,Processing,Active
58314,Processing,Active
59335,Processing,Active
60547,Processing,Active
67905,Processing,Active
83633,Processing,Active
109805,Processing,Active
110050,Processing,Active
1782,Shipped,Active
2448,Shipped,Active
3194,Shipped,Active
5140,Shipped,Active
5298,Shipped,Active
6687,Shipped,Active
8062,Shipped,Active
8065,Shipped,Active
10382,Shipped,Active
14384,Shipped,Active
14437,Shipped,Active
14983,Shipped,Active
18327,Shipped,Active
19310,Shipped,Active
19571,Shipped,Active
20140,Shipped,Active
22116,Shipped,Active
22346,Shipped,Active
23632,Shipped,Active
24965,Shipped,Active
26547,Shipped,Active
27810,Shipped,Active
29648,Shipped,Active
31214,Shipped,Active
32722,Shipped,Active
33065,Shipped,Active
34566,Shipped,Active
35538,Shipped,Active
36729,Shipped,Active
37821,Shipped,Active
38242,Shipped,Active
39803,Shipped,Active
42286,Shipped,Active
42696,Shipped,Active
43974,Shipped,Active
44702,Shipped,Active
47285,Shipped,Active
51011,Shipped,Active
52079,Shipped,Active
52389,Shipped,Active
52626,Shipped,Active
52685,Shipped,Active
54075,Shipped,Active
54709,Shipped,Active
55936,Shipped,Active
56019,Shipped,Active
56619,Shipped,Active
57275,Shipped,Active
57431,Shipped,Active
57523,Shipped,Active
59976,Shipped,Active
60241,Shipped,Active
61947,Shipped,Active
63680,Shipped,Active
64981,Shipped,Active
66833,Shipped,Active
66838,Shipped,Active
66894,Shipped,Active
71937,Shipped,Active
72139,Shipped,Active
73080,Shipped,Active
74030,Shipped,Active
74795,Shipped,Active
75713,Shipped,Active
77298,Shipped,Active
79708,Shipped,Active
80040,Shipped,Active
80077,Shipped,Active
81824,Shipped,Active
82281,Shipped,Active
82790,Shipped,Active
82962,Shipped,Active
83908,Shipped,Active
86994,Shipped,Active
87792,Shipped,Active
88117,Shipped,Active
88433,Shipped,Active
89972,Shipped,Active
90500,Shipped,Active
90709,Shipped,Active
93169,Shipped,Active
93587,Shipped,Active
94434,Shipped,Active
96890,Shipped,Active
99054,Shipped,Active
99534,Shipped,Active
101622,Shipped,Active
102261,Shipped,Active
102751,Shipped,Active
106444,Shipped,Active
111085,Shipped,Active
111500,Shipped,Active
111586,Shipped,Active
113063,Shipped,Active
114484,Shipped,Active
117461,Shipped,Active
120134,Shipped,Active
120202,Shipped,Active
120302,Shipped,Active
121114,Shipped,Active
123887,Shipped,Active
123894,Shipped,Active
1216,Complete,Active
1266,Complete,Active
5993,Complete,Active
7142,Complete,Active
7773,Complete,Active
8589,Complete,Active
10449,Complete,Active
13178,Complete,Active
15286,Complete,Active
15480,Complete,Active
17363,Complete,Active
19615,Complete,Active
21708,Complete,Active
28729,Complete,Active
28936,Complete,Active
31078,Complete,Active
32608,Complete,Active
32807,Complete,Active
34661,Complete,Active
36687,Complete,Active
38172,Complete,Active
38187,Complete,Active
38657,Complete,Active
40377,Complete,Active
40713,Complete,Active
43166,Complete,Active
45020,Complete,Active
46906,Complete,Active
47181,Complete,Active
47386,Complete,Active
50626,Complete,Active
50753,Complete,Active
52623,Complete,Active
53451,Complete,Active
54293,Complete,Active
54383,Complete,Active
59499,Complete,Active
61245,Complete,Active
61888,Complete,Active
63780,Complete,Active
65389,Complete,Active
65946,Complete,Active
68824,Complete,Active
70338,Complete,Active
71225,Complete,Active
72081,Complete,Active
74249,Complete,Active
76980,Complete,Active
78150,Complete,Active
82574,Complete,Active
86716,Complete,Active
87405,Complete,Active
87835,Complete,Active
90360,Complete,Active
91671,Complete,Active
92229,Complete,Active
98570,Complete,Active
98983,Complete,Active
104179,Complete,Active
104413,Complete,Active
105690,Complete,Active
105890,Complete,Active
105972,Complete,Active
106439,Complete,Active
112447,Complete,Active
112862,Complete,Active
114077,Complete,Active
115197,Complete,Active
119184,Complete,Active
121023,Complete,Active
123513,Complete,Active
604,Returned,Active
1094,Returned,Active
1595,Returned,Active
4982,Returned,Active
6815,Returned,Active
8845,Returned,Active
10379,Returned,Active
12588,Returned,Active
24788,Returned,Active
30704,Returned,Active
34076,Returned,Active
38635,Returned,Active
40275,Returned,Active
44927,Returned,Active
44963,Returned,Active
45120,Returned,Active
48881,Returned,Active
57415,Returned,Active
59745,Returned,Active
62228,Returned,Active
64855,Returned,Active
72784,Returned,Active
78688,Returned,Active
80624,Returned,Active
81725,Returned,Active
84089,Returned,Active
84351,Returned,Active
106587,Returned,Active
110060,Returned,Active
114225,Returned,Active
115863,Returned,Active
116159,Returned,Active
123775,Returned,Active
25,Cancelled,Active
3204,Cancelled,Active
3356,Cancelled,Active
4642,Cancelled,Active
6840,Cancelled,Active
17904,Cancelled,Active
18436,Cancelled,Active
22121,Cancelled,Active
30834,Cancelled,Active
31889,Cancelled,Active
32220,Cancelled,Active
34591,Cancelled,Active
34919,Cancelled,Active
35025,Cancelled,Active
38182,Cancelled,Active
41754,Cancelled,Active
41921,Cancelled,Active
43447,Cancelled,Active
43874,Cancelled,Active
45394,Cancelled,Active
46636,Cancelled,Active
47337,Cancelled,Active
50049,Cancelled,Active
51192,Cancelled,Active
55120,Cancelled,Active
55713,Cancelled,Active
57059,Cancelled,Active
61704,Cancelled,Active
63579,Cancelled,Active
69674,Cancelled,Active
71821,Cancelled,Active
74462,Cancelled,Active
75187,Cancelled,Active
81744,Cancelled,Active
87184,Cancelled,Active
87772,Cancelled,Active
91869,Cancelled,Active
105747,Cancelled,Active
108560,Cancelled,Active
109681,Cancelled,Active
109709,Cancelled,Active
114537,Cancelled,Active
117853,Cancelled,Active
122387,Cancelled,Active
122627,Cancelled,Active
587,Processing,Active
727,Processing,Active
1838,Processing,Active
3164,Processing,Active
4183,Processing,Active
5924,Processing,Active
8131,Processing,Active
8924,Processing,Active
9642,Processing,Active
11479,Processing,Active
11562,Processing,Active
14954,Processing,Active
18198,Processing,Active
18493,Processing,Active
20635,Processing,Active
22229,Processing,Active
31346,Processing,Active
34584,Processing,Active
40267,Processing,Active
40945,Processing,Active
42516,Processing,Active
46837,Processing,Active
58207,Processing,Active
62602,Processing,Active
68378,Processing,Active
68952,Processing,Active
69162,Processing,Active
82052,Processing,Active
82262,Processing,Active
82808,Processing,Active
83246,Processing,Active
85088,Processing,Active
88834,Processing,Active
88851,Processing,Active
91334,Processing,Active
92322,Processing,Active
100398,Processing,Active
105918,Processing,Active
106695,Processing,Active
108225,Processing,Active
110240,Processing,Active
111776,Processing,Active
112805,Processing,Active
119358,Processing,Active
120538,Processing,Active
121060,Processing,Active
123084,Processing,Active
10331,Shipped,Active
10393,Shipped,Active
12336,Shipped,Active
31995,Shipped,Active
33687,Shipped,Active
34313,Shipped,Active
36135,Shipped,Active
38583,Shipped,Active
52152,Shipped,Active
71918,Shipped,Active
74089,Shipped,Active
75607,Shipped,Active
86753,Shipped,Active
101457,Shipped,Active
108875,Shipped,Active
115493,Shipped,Active
70083,Complete,Active
91444,Complete,Active
93524,Complete,Active
101252,Complete,Active
111538,Complete,Active
115610,Complete,Active
120515,Complete,Active
21892,Returned,Active
45197,Returned,Active
50286,Returned,Active
32894,Cancelled,Active
41689,Cancelled,Active
82952,Cancelled,Active
5026,Processing,Active
46679,Processing,Active
101246,Processing,Active
112349,Processing,Active
1773,Shipped,Active
17844,Shipped,Active
54897,Shipped,Active
70401,Shipped,Active
76186,Shipped,Active
110183,Shipped,Active
115870,Shipped,Active
1329,Complete,Active
111404,Complete,Active
118885,Complete,Active
124476,Returned,Active
64759,Processing,Active
65580,Processing,Active
86409,Processing,Active
87005,Processing,Active
3699,Shipped,Active
11438,Shipped,Active
13459,Shipped,Active
16045,Shipped,Active
21281,Shipped,Active
40821,Shipped,Active
41343,Shipped,Active
63249,Shipped,Active
64798,Shipped,Active
67347,Shipped,Active
80832,Shipped,Active
89219,Shipped,Active
94174,Shipped,Active
97386,Shipped,Active
104132,Shipped,Active
116429,Shipped,Active
119185,Shipped,Active
1280,Complete,Active
6760,Complete,Active
7634,Complete,Active
7803,Complete,Active
28813,Complete,Active
52728,Complete,Active
61716,Complete,Active
85903,Complete,Active
88848,Complete,Active
106510,Complete,Active
120719,Complete,Active
120887,Complete,Active
123208,Complete,Active
11775,Returned,Active
27549,Returned,Active
44439,Returned,Active
62123,Returned,Active
67088,Returned,Active
74981,Returned,Active
98732,Returned,Active
103594,Returned,Active
113502,Returned,Active
115310,Returned,Active
1041,Cancelled,Active
15723,Cancelled,Active
15867,Cancelled,Active
19313,Cancelled,Active
48175,Cancelled,Active
62340,Cancelled,Active
63379,Cancelled,Active
102725,Cancelled,Active
119970,Cancelled,Active
15537,Processing,Active
18153,Processing,Active
29427,Processing,Active
32349,Processing,Active
38245,Processing,Active
58994,Processing,Active
78162,Processing,Active
101770,Processing,Active
104058,Processing,Active
106985,Processing,Active
110240,Processing,Active
113211,Processing,Active
3440,Complete,Active
117590,Complete,Active
43351,Cancelled,Active
55937,Cancelled,Active
3152,Processing,Active
64137,Processing,Active
3493,Shipped,Active
5434,Shipped,Active
6139,Shipped,Active
8836,Shipped,Active
10029,Shipped,Active
11231,Shipped,Active
17315,Shipped,Active
24623,Shipped,Active
27719,Shipped,Active
29961,Shipped,Active
36694,Shipped,Active
38727,Shipped,Active
40253,Shipped,Active
40343,Shipped,Active
40797,Shipped,Active
43123,Shipped,Active
46080,Shipped,Active
46622,Shipped,Active
46625,Shipped,Active
49004,Shipped,Active
50297,Shipped,Active
52006,Shipped,Active
52117,Shipped,Active
52295,Shipped,Active
69918,Shipped,Active
70165,Shipped,Active
70271,Shipped,Active
72253,Shipped,Active
74395,Shipped,Active
80481,Shipped,Active
80543,Shipped,Active
83540,Shipped,Active
95714,Shipped,Active
95975,Shipped,Active
98161,Shipped,Active
101617,Shipped,Active
106870,Shipped,Active
118008,Shipped,Active
118914,Shipped,Active
120015,Shipped,Active
120194,Shipped,Active
120195,Shipped,Active
122940,Shipped,Active
5513,Complete,Active
8357,Complete,Active
9973,Complete,Active
12218,Complete,Active
19231,Complete,Active
36364,Complete,Active
40349,Complete,Active
45914,Complete,Active
50937,Complete,Active
54312,Complete,Active
60884,Complete,Active
67184,Complete,Active
73557,Complete,Active
74878,Complete,Active
77458,Complete,Active
81515,Complete,Active
82152,Complete,Active
84729,Complete,Active
89526,Complete,Active
93698,Complete,Active
95178,Complete,Active
97430,Complete,Active
99603,Complete,Active
105066,Complete,Active
118019,Complete,Active
118378,Complete,Active
23127,Returned,Active
26529,Returned,Active
52503,Returned,Active
57851,Returned,Active
65867,Returned,Active
80882,Returned,Active
109925,Returned,Active
113751,Returned,Active
2842,Cancelled,Active
6662,Cancelled,Active
7134,Cancelled,Active
9652,Cancelled,Active
13582,Cancelled,Active
20657,Cancelled,Active
27760,Cancelled,Active
36968,Cancelled,Active
39497,Cancelled,Active
45522,Cancelled,Active
45854,Cancelled,Active
49074,Cancelled,Active
53238,Cancelled,Active
57969,Cancelled,Active
65495,Cancelled,Active
65690,Cancelled,Active
67176,Cancelled,Active
71105,Cancelled,Active
87253,Cancelled,Active
94003,Cancelled,Active
107239,Cancelled,Active
111194,Cancelled,Active
112300,Cancelled,Active
116440,Cancelled,Active
376,Processing,Active
6542,Processing,Active
7655,Processing,Active
14261,Processing,Active
19229,Processing,Active
20678,Processing,Active
25058,Processing,Active
28455,Processing,Active
42396,Processing,Active
45499,Processing,Active
59185,Processing,Active
72901,Processing,Active
73831,Processing,Active
74380,Processing,Active
79385,Processing,Active
79566,Processing,Active
80188,Processing,Active
82983,Processing,Active
90544,Processing,Active
92016,Processing,Active
97996,Processing,Active
103129,Processing,Active
104111,Processing,Active
107277,Processing,Active
110693,Processing,Active
111092,Processing,Active
117998,Processing,Active
49393,Shipped,Active
60220,Shipped,Active
75891,Shipped,Active
78826,Complete,Active
87255,Complete,Active
91233,Complete,Active
111285,Complete,Active
52964,Returned,Active
20789,Cancelled,Active
109395,Cancelled,Active
49668,Processing,Active
100370,Processing,Active
6277,Shipped,Active
6896,Shipped,Active
20166,Shipped,Active
27230,Shipped,Active
27476,Shipped,Active
59309,Shipped,Active
71309,Shipped,Active
100059,Shipped,Active
111572,Shipped,Active
114994,Shipped,Active
123286,Shipped,Active
5303,Complete,Active
12403,Complete,Active
15732,Complete,Active
20936,Complete,Active
71261,Complete,Active
79595,Complete,Active
116546,Complete,Active
118364,Complete,Active
124088,Complete,Active
42312,Returned,Active
83128,Returned,Active
105998,Returned,Active
20501,Cancelled,Active
29552,Cancelled,Active
42394,Cancelled,Active
104804,Cancelled,Active
9458,Processing,Active
12544,Processing,Active
19407,Processing,Active
26866,Processing,Active
34721,Processing,Active
35947,Processing,Active
40730,Processing,Active
59786,Processing,Active
66165,Processing,Active
67256,Processing,Active
81262,Processing,Active
83648,Processing,Active
91768,Processing,Active
107681,Complete,Active
32204,Returned,Active
103900,Returned,Active
26076,Cancelled,Active
10828,Shipped,Active
11552,Shipped,Active
12786,Shipped,Active
29600,Shipped,Active
34247,Shipped,Active
35729,Shipped,Active
42632,Shipped,Active
53849,Shipped,Active
68401,Shipped,Active
70462,Shipped,Active
73892,Shipped,Active
90130,Shipped,Active
7402,Complete,Active
10094,Complete,Active
79998,Complete,Active
107800,Complete,Active
108416,Complete,Active
112335,Complete,Active
112701,Complete,Active
6880,Returned,Active
51921,Returned,Active
67670,Returned,Active
92733,Returned,Active
